Pseudo,Title,Review,Rating,Verified Purchase,Date,Score,Compound,Sentiment,New rating,New date,Country
Amazon Customer,love,ive months literally amazing price literally steel,5.0 out of 5 stars,Yes,"Reviewed in the United States on May 2, 2022","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.5859}",0.5859,positive,5.0,2022-02-05,United States
Chalin,purchase,great purchase little scared first im happy,3.0 out of 5 stars,Yes,"Reviewed in the United States on June 9, 2022","{'neg': 0.084, 'neu': 0.561, 'pos': 0.355, 'compound': 0.778}",0.778,positive,3.0,2022-09-06,United States
Chris,gorgeous screen,item double packed arrive order specifications checked gorgeous matt screen hence glarereflection large screen space find lightweight price point love thanks msi amazon,4.3 out of 5 stars,Yes,"Reviewed in the United States on June 5, 2021","{'neg': 0.039, 'neu': 0.728, 'pos': 0.233, 'compound': 0.8977}",0.8977,positive,4.3,2021-05-06,United States
Clayton Wenzel,light fast sturdy build best bang buck,pros fast search compare hundreds laptops price range kk come top use cpugpu benchmark results light specs pounds find sturdy personal opinion feel sturdy build like way keyboard feel makes almost sound feel soft touchcons hot gaming expected screen bit brighter touchpad placed bit right handspalms tricky typing without touching itto sum like suggest buy,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 9, 2021","{'neg': 0.032, 'neu': 0.831, 'pos': 0.138, 'compound': 0.9236}",0.9236,positive,5.0,2021-09-07,United States
Chris,solid,proslaptop fast start time due solid state driveruns game play highest settingswell lit comfortable keyboardbeautiful screenfor gaming battery life acceptable around hours schoolworkable change keyboard colorfeels sturdy aluminum bodylightweightconsi read though video card capable run vr complications run vr not tried something want research buyingthe speakers bit quiet prefer use headset gaming issuethe fans pretty loud highest setting rarely need settingoverall pleased arrive perfect condition protected boxes easy not caused issues,3.0 out of 5 stars,Yes,"Reviewed in the United States on June 5, 2021","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.9819}",0.9819,positive,3.0,2021-05-06,United States
Chris,good bad software msi stealth screen flickering,buy msi stealth impressed presentation booting first time screen start flickering matter many restarts shutdowns updating reinstalling drivers problem still find solution wiping removing msi program feature bloatware flickering stopped contacted msi support idea planet issue please follow steps actually fix issue waste time msi support really good fact quite annoying hopefully fix future production runs,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 25, 2021","{'neg': 0.078, 'neu': 0.804, 'pos': 0.118, 'compound': 0.6911}",0.6911,positive,5.0,2021-07-25,United States
Yebin Kim,worth money,love gaming best purchases made screen quality great fluid runs smoothly gaming laptops tend warm secure cooling pad update drivers dragon center amazing msi really quality work highly recommend product anyone battery life adjusted unplugged depending decent amount gaming time work school assignments etc overall still great buy definitely need buy,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 13, 2021","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.9711}",0.9711,positive,5.0,2021-07-13,United States
Jayce,quality gaming lightweight chassis headphones required,screen nice hz p viewing angles nice not much glaregraphics card powerful runs games max settings cpu highlight showif find something bothered things ethernet port wifi unless dongle speakers located nice sounding aren loud unless silent room struggle hear basic things try use gamingthe battery not bad not gaming use battery know better expect peak performance,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 9, 2021","{'neg': 0.04, 'neu': 0.823, 'pos': 0.137, 'compound': 0.8666}",0.8666,positive,5.0,2021-09-07,United States
Clayton Wenzel,felt purchased use,note never played games itconsright box dusts couples tiny chipped paint rubber legs dusty sit pushed around desk plastic package ac cable wrung tearsdid really new plasticsthe battery meter wrong readings battery really struggled charge display flickered randomlyoverheating loud fan noise guess typical gaming laptops happened w basic work like checking emailsprothin gaming laptopi returned win recommend anyone,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 8, 2021","{'neg': 0.074, 'neu': 0.885, 'pos': 0.042, 'compound': -0.4144}",-0.4144,negative,5.0,2021-08-07,United States
brandan pratt,feature galore,not lie super impressed hp spectre galaxy book pro stumbled across places looking realizedpresentation box nice like packaged dust sleeve dust sleeve screen keyboard major plus mark aloneupon booting first time initially enjoyed nice screen ips way ngl keyboard light rgb options major upgrade use selection apps program numerous mention nice plenty options removing didn interest proceeded updates devicethis thing seems like sonic gotta fastdragon center app tons various tweaks options things like keyboard rgb light power battery performance etc definite plus alone people stand leave particular preferenceyes fans extremely noisy particular usage want quite fair trade way noisy select extreme performance cooler boost good pair headphones drown noiseanother surprise run android games appropriate msi app bluestacks not aware decided purchase cool nonetheless say remove msi app player use true bluestacks want mess amdroid emulationwith plan investing steam finally not mention wait see thing handle emulation wise wait try stepmania edit update stepmania runs like arcade dance dance revolution max graphical program settings little side note games max refresh rate hz graphical issues specifically mentioning sonic adventure adcenture overly fast workarounds say games working perfectlybuild seems solid gray version not disappointed choice nice blue tinit itupdate dont expect ton battery use thing setting battery saver settings via windows dragon center max possible lowering screen brightness hours battery life normal gaming use thankfully calibrate battery need extend service life another note run demanding thinga hot hold suggestion buy good stand fan cooling suggedt klim ultimate rgb gamer plays less demaning games binding isaac emulation etc say cooler probably good demanding games cooler boost function turned help extra airflowthis best budget gaming atm model ram rtx eventually overkill max ram tb samsung ssd wait see thing unleash happy camper,3.0 out of 5 stars,Yes,"Reviewed in the United States on July 15, 2021","{'neg': 0.052, 'neu': 0.785, 'pos': 0.163, 'compound': 0.9975}",0.9975,positive,3.0,2021-07-15,United States
Phil Rezanow,month review,reason purchase purchased dell xps desktop keep freezingrestarting several times day fresh clean install windows not remedying situation desire troubleshoot component see underlying problem overall issue seriously affecting productivity sanitypotential alternatives mainly looking desktop replacement not checked dell amazon bestbuy build websites ibuypower find prices high overall basically price drive factor purchasing final price slightly w taxes find fair price performance ratiomust haves since first replacement nearly years want make sure th gen intel processor rtx series graphics card looking rtx ti minimum not find match within budgetprevious hardware dell xps still use st gen processor pny gtx updated graphics card honestly another year changing freez problems not therefirst impressions seems build also liked keyboard lighting chassis seems solid liked available ports sides design appealing perfectly rectangle lid closed protruding sections shape balancehow use use desktop replacement open screen lid power use external monitor keyboardhow often use keep hours day purchased roughly month ago use frequentlygaming p notable upgrade dell previously games like wow ffxiv fps frequently crowded areas dizzy screen rotates game forcing lower mouse sensitivity wow constantly fps occasional dips fps also playing ubisoft division max fps regular dips fps medium settings not killer performance huge upgrade neverthelessfan noise everyday non gaming use ie web browsing low hum hear within inches gaming ramp constant loud whirlheat similarly fan noise heat negligible non gaming use gaming warm time use product zimilar monitor stand riser keep propped heat dissipation seems work keep coolstorage comes device storage gaming need limited looked youtube videos see upgraded honestly looked like pita invested external ssd solutions spacewifi router roughly feet away walls consistent downloadupload speeds occasional dip major connection loss issues otherwisebloatware comes lot msi propriety software norton security suite also trial version microsoft office spend good amount time sorting uninstalling lot thembattery tested plug without gaming eat battery pretty surmise hours draining definitely not recommended longevity plug priority yoursproblems issue ive come across ive gamed long period time ive move large files around performance drop significantly remedy simple reboot clears issue also note not freez onceconclusion purchased considered intermediary gathered necessary funds invest desktop minimum rtx proven mini powerhouse play p live medium settings performance seems dip performs excellently non gaming tasks mobile gaming platform want take friend house quite satisfied purchase wait rtx series come desktopoverall highly recommended purchase,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 6, 2021","{'neg': 0.048, 'neu': 0.83, 'pos': 0.122, 'compound': 0.9968}",0.9968,positive,5.0,2021-06-07,United States
Anthony,waist money,first excited loaded booted shortly loading rust noticed overheats loud fans seem help within days mouse pad stopped working rust start lag escape tarkov start lag also not without connected charger constantly working mousepad shoot move time mouse tried multiple hold charge games lagging heats easily crying mess,4.0 out of 5 stars,Yes,"Reviewed in the United States on August 13, 2021","{'neg': 0.163, 'neu': 0.763, 'pos': 0.074, 'compound': -0.8527}",-0.8527,negative,4.0,2021-08-13,United States
Chris,buena calidad,equipo está muy bien construido completamente aluminio diseño muy elegante pesar poseer especificaciones gamer puede jugar perfectamente todos videojuegos actuales pero bajando poco opciones gráficas pues calienta sobre c jugando pubg ultra p igual control precio recomendado otorga movilidad,4.3 out of 5 stars,Yes,"Reviewed in the United States on June 5, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,4.3,2021-05-06,United States
Clayton Wenzel,light feather,owned laptops custom build gotta say far favorite owned date downsizing inch hp omen gaming weighed pounds way downgrade buy mainly lightweight portable long battery life comes gaming high ultra graphics aaa p addition use gaming also teach high schoolers use classroom breeze light portable also hdmi port hooking projector regular usb ports powerpoint clicker mouse usb time also usb c connections joke love thing mainly never light excited take without killing back,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 9, 2021","{'neg': 0.028, 'neu': 0.887, 'pos': 0.085, 'compound': 0.9108}",0.9108,positive,5.0,2021-09-07,United States
lucianofs,great everyday use gaming dont order use amazon,love quality sturdy fast gpu excellent games play im not huge gamer games play dont lag sharp dont buy use amazon shipped without original packaging box small shipping protection needless say damaged arrival returned buy new love,3.0 out of 5 stars,Yes,"Reviewed in the United States on June 17, 2021","{'neg': 0.088, 'neu': 0.675, 'pos': 0.237, 'compound': 0.9577}",0.9577,positive,3.0,2021-06-17,United States
Collin Bowser,fast little ,nice fast little admit didn buy gaming buy upgrade year old alienware see quite bit cheaper newer processor dont know much computers little guy starts ready seconds old take almost minutes figure web pages docs pulled second basic function fast like change performance base bit havent use feature since fast box take short time registered honestly couldn happier see mixed reviews take chance personally not dissapointed not operate fast experience gaming works perfectly day day operations happy trying new product probably back second desktop point,5.0 out of 5 stars,Yes,"Reviewed in the United States on August 31, 2021","{'neg': 0.016, 'neu': 0.858, 'pos': 0.125, 'compound': 0.9759}",0.9759,positive,5.0,2021-08-31,United States
Brenden Kutchko,great studying gaming,upcoming college student enjoys play games still need study find exceedingly capable take review grain salt not really knowledgeable exact specs technical terms necessarily means know sure great combination studying gaming screen perfect balance gaming chromebook not take desk space allow room textbooks journals still allow comfortable screen size gaming true worry hot balanced mode mixture power saving quality frames resolution near vents sure somehow dealt adjustments changing settings another way overall msi stealth great student want dabble gaming alongside studies great price,5.0 out of 5 stars,Yes,"Reviewed in the United States on February 23, 2022","{'neg': 0.023, 'neu': 0.782, 'pos': 0.195, 'compound': 0.9921}",0.9921,positive,5.0,2022-02-23,United States
Brenden Kutchko,affordable great first gaming,buy msi stealth received amazing pros conspro run games cod val cyberpunk lightweight lots storage decent presentation long lastingcon fan loud cooler boost mode cpu trouble stay low temp never pass f warm temperature gpu warm temperature never burns sometimes message say run problem twice still concernaside cons recommend gaming start cheap instead dollar desktop,5.0 out of 5 stars,Yes,"Reviewed in the United States on January 25, 2022","{'neg': 0.062, 'neu': 0.83, 'pos': 0.107, 'compound': 0.7079}",0.7079,positive,5.0,2022-01-25,United States
Big Bad Wolf,slim discreet play games,delivers says slim light laptops carry around like subtle design not fan looks many gaming laptops also plenty power play games aaa p long not expecting desktop power k gaming hit spot also considerably less energy cost desktopall looks important great deal capable thing improve almost better webcam,5.0 out of 5 stars,Yes,"Reviewed in the United States on August 7, 2021","{'neg': 0.016, 'neu': 0.811, 'pos': 0.173, 'compound': 0.954}",0.954,positive,5.0,2021-07-08,United States
Douglas Mathison,trabaja manera genial,esta juegos mejores compras hecho nunca calidad pantalla excelente muy fluida funciona sin problemas cuanto todas laptops juegos tienden calentarse así asegúrate almohadilla refrigeración actualiza tus controladores dragon center increíble msi realmente ofrece trabajo calidad recomiendo encarecidamente este producto cualquiera duración batería puede ajustar pero desenchufar dependiendo estés haciendo tendrás cantidad decente tiempo juego si estás haciendo trabajo tareas escolares etc general esta sigue siendo gran compra definitivamente necesito comprar después estoventajastiempo inicio muy rápidocorre cualquier programa sin problemas perfecta tanto juegos como trabajo requieran gran potencia como simuladoresdesventajasel vr tiene gran problema ejecuta correctamente debería parches mas adelantelos ventiladores hacen demasiado ruido ocasiones,5.0 out of 5 stars,Yes,"Reviewed in the United States on January 17, 2022","{'neg': 0.056, 'neu': 0.93, 'pos': 0.014, 'compound': -0.7906}",-0.7906,negative,5.0,2022-01-17,United States
Windy,im impressed,originally decided gaming ton research keep led back msi stealth gaming quite surprised ratings received previously little skeptical decided take plunge need super responsive processor excellent graphics beginner gamer need,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 24, 2022","{'neg': 0.04, 'neu': 0.803, 'pos': 0.156, 'compound': 0.8896}",0.8896,positive,5.0,2022-03-24,United States
Eric,portable powerhouse,msi stealth balances portability pure power really light gaming pounds yet rtx inside thin keyboard surprisingly remain comfortable temperature playing aaa games also comes thunderbolt port nice bonus gaming plugged make sure change power mode best performance want boost performance change user scenario dragon center software extreme performance also activate cooler boost mind fan noisethe screen runs hz need little bit color calibration box minor issue fixed softwareoverall great choice value portability want compromise hardware specs thanks msi amazon,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 6, 2021","{'neg': 0.022, 'neu': 0.794, 'pos': 0.184, 'compound': 0.9783}",0.9783,positive,5.0,2021-06-09,United States
Chris,light fast process,previously old dell years ago hd disk difference speed ssd good design comfortable elegant cost think good option detail noticed webcam not much video quality size screen adequate not large not small thin allow travel comfortably also upgrade windows budget not buy usd excellent option,4.3 out of 5 stars,Yes,"Reviewed in the United States on June 5, 2021","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.9507}",0.9507,positive,4.3,2021-05-06,United States
Clayton Wenzel,plenty powerful great graphics,advanced photography hobbyist need able batch process several photos adobe lightroom photoshop filled without breaking bank im not worried limited size ssd ise nasnetwork attached storage digital assets love sometimes also dabble xbox halo lol,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 9, 2021","{'neg': 0.027, 'neu': 0.791, 'pos': 0.182, 'compound': 0.8744}",0.8744,positive,5.0,2021-09-07,United States
Manuel Rodriguez,fantastica,despues mucho buscar decidi pore esta liviana super rapida probablemente agregue mas memoria ram pero momento parece necesario uso trabajar placer,3.0 out of 5 stars,Yes,"Reviewed in the United States on June 8, 2022","{'neg': 0.056, 'neu': 0.844, 'pos': 0.1, 'compound': 0.4019}",0.4019,positive,3.0,2022-08-06,United States
Manuel Rodriguez,amazing power small package,build gaming desktops nearly years always think gaming laptops waste time money first gaming read something dedicated gpu great feel intuitiveness keyboard hour battery life gaming load understand average hours battery saver mode performance boosting gorgeous ips screenthis heck deal power delivery believer harnessing power laptops,5.0 out of 5 stars,Yes,"Reviewed in the United States on May 25, 2022","{'neg': 0.053, 'neu': 0.915, 'pos': 0.032, 'compound': -0.25}",-0.25,negative,5.0,2022-05-25,United States
Greg C.,expect unexpected,first nervous cuz first time ordered gaming online didn expect go give battery also charge real fast good rest amazing greatespecially package contained boxes styrofoam perfect far problem really love itthanks amazon work build amazing gaming also wanna give thanks delivered great ,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 19, 2021","{'neg': 0.03, 'neu': 0.651, 'pos': 0.319, 'compound': 0.9906}",0.9906,positive,5.0,2021-06-19,United States
Marcelo,fantastic light light,great lighter macbook pro use work not happier quality build course light weight fact contains need game top tier perfect highly highly recommend,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 5, 2021","{'neg': 0.044, 'neu': 0.724, 'pos': 0.232, 'compound': 0.9}",0.9,positive,5.0,2021-05-09,United States
Shinnokxz,perfect gaming,since job isn demanding time year need something keep busy boredom perfect able play games steam library desktop fair almost games played fps old desktop power wise blow heavy loud ac build noticable definitely worth money,5.0 out of 5 stars,Yes,"Reviewed in the United States on October 10, 2021","{'neg': 0.018, 'neu': 0.826, 'pos': 0.155, 'compound': 0.8577}",0.8577,positive,5.0,2021-10-10,United States
Reymund Fontillas,gran compra,gran corre juegos programas sin ningún problema mejores compra hecho tiene pantalla muy pequeña caso problema ya uso principalmente trabajo conecto monitor externo pero entiendo podría ser inconveniente alguien más batería tiene vida decenteel único problema encontré vr presenta algunos problemas pero problema ya uso principal doy video juegos,5.0 out of 5 stars,Yes,"Reviewed in the United States on December 31, 2021","{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.8481}",-0.8481,negative,5.0,2021-12-31,United States
Jesterkloun,excellent thin light gaming,excellent thin light gaming reviews stated professional reviewers system run hot fans loud side side laptops friends isn much louder segment laptops,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 29, 2021","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.7783}",0.7783,positive,5.0,2021-09-29,United States
John,buena,configuras fácil trabajo cilenciosa muy potente tu casa cambia extrema van juegos muy bien necesitas más todos juegos quieras,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 11, 2021","{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.296}",-0.296,negative,5.0,2021-11-09,United States
Chris,great fast,lab top super fast do need do super fast love game think good value price see lasting long time,4.3 out of 5 stars,Yes,"Reviewed in the United States on June 5, 2021","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.959}",0.959,positive,4.3,2021-05-06,United States
Clayton Wenzel,excellent machine,product lightening fast compare replacing monitor,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 9, 2021","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4391}",0.4391,positive,5.0,2021-09-07,United States
LVlivin,exactly looking,purchased gaming work trips web application development laptops perfect not overwhelmingly large still holds styling standard ultra book way power boots instantly application load never lag gigs ram not google chrome fans turn highly recommend,3.0 out of 5 stars,Yes,"Reviewed in the United States on January 5, 2022","{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.8529}",0.8529,positive,3.0,2022-05-01,United States
B. DiBlasi,good cover years,specs intel core amazing liked amd ryzen intel nice graphics card equivalent next gen next gen video card ti extra storage nice easily upgradeable overall best thing imo looks like normal work doesn rigid edges dislike also incredibly light dont see much gaming department,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 5, 2022","{'neg': 0.031, 'neu': 0.752, 'pos': 0.217, 'compound': 0.9618}",0.9618,positive,5.0,2022-05-06,United States
Millertime,amazing gaming price,researching numerous gaming laptops decided msi stealth due slim lightweight design matte screen helps lot glare internal specs box straightforward works gaming platforms origin battlenet steam impressed performance far love backlit keyboard msi dragon center awesome feature monitor computers performance customization,5.0 out of 5 stars,Yes,"Reviewed in the United States on August 26, 2021","{'neg': 0.015, 'neu': 0.801, 'pos': 0.185, 'compound': 0.9438}",0.9438,positive,5.0,2021-08-26,United States
Jeremy Swagerty,great days use,received days ago plugged outlet felt electrical static body contacted msi support tell normal disappear days hope sofor rest great,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 26, 2021","{'neg': 0.032, 'neu': 0.805, 'pos': 0.163, 'compound': 0.8316}",0.8316,positive,5.0,2021-07-26,United States
Jake Jones,incredible,use gaming answer emails look construction plans lighting fast opening files battery isnt longest hook small drill battery im mobile day,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 11, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5.0,2021-11-09,United States
Maritza Villanueva,beautiful,sleek design pleasant look hardware really good price point runs super fastmy complaint fan speed sometimes fast opening chrome browser not deal though still stars,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 11, 2021","{'neg': 0.032, 'neu': 0.784, 'pos': 0.184, 'compound': 0.8883}",0.8883,positive,5.0,2021-11-09,United States
JC Mena,excellent buy,really pumped friend buy years older quite bit money think realized see mine sleak fast excellent run multiple monitors pushing limits problem bad boy keeper best price find,5.0 out of 5 stars,Yes,"Reviewed in the United States on April 26, 2022","{'neg': 0.047, 'neu': 0.772, 'pos': 0.181, 'compound': 0.8707}",0.8707,positive,5.0,2022-04-26,United States
Ryan Cheng,great fast exactly expected msi,buy gift nephew match exactly specs listed performs excellently enjoys use much expect nothing less msi,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 15, 2021","{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.8834}",0.8834,positive,5.0,2021-09-15,United States
Chris,amazing laptopgraphicsspeed amazing,nothing dislike little priceybut great graphics amazing soundcard lag time hasn heated cooling fans work great bad thing say,4.3 out of 5 stars,Yes,"Reviewed in the United States on June 5, 2021","{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.9588}",0.9588,positive,4.3,2021-05-06,United States
Clayton Wenzel,really good gaming good price really like light,really good someone gaming career really light runs really good,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 9, 2021","{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.7496}",0.7496,positive,5.0,2021-09-07,United States
Amazon Customer,light weight powerful,far couple days works amazing nice design amazing run games battery life not best expected kind recommend cooling pad make sure doesn overheat,3.0 out of 5 stars,Yes,"Reviewed in the United States on November 5, 2021","{'neg': 0.037, 'neu': 0.743, 'pos': 0.22, 'compound': 0.8709}",0.8709,positive,3.0,2021-05-11,United States
Felipe,satisfied,best purchased,5.0 out of 5 stars,Yes,"Reviewed in the United States on December 16, 2021","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,positive,5.0,2021-12-16,United States
Brant Furman,good design light weight,designed really love make looks like xps gamer graphic card cpu ram good play heavy game also upgrade ram easy hot play game outdoors without ac,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 10, 2022","{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.9659}",0.9659,positive,5.0,2022-10-06,United States
Harris STREAM Team/Level 8 Publishing,looks like normal business,love nice size easy bring anywhere games like champ,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 14, 2021","{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.9412}",0.9412,positive,5.0,2021-09-14,United States
Lana,best entry level ive played,media not loaded ive use months definitely little brother,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 29, 2021","{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.2144}",0.2144,positive,5.0,2021-09-29,United States
Lana,luce impecable intacta,tuve problemas envío doblemente empacada acabo recibir desde aduanas país luce impecable nota calidad componentes momento muy conforme estaré probando tope siguientes días comentando sobre experiencias,5.0 out of 5 stars,Yes,"Reviewed in the United States on December 19, 2021","{'neg': 0.05, 'neu': 0.95, 'pos': 0.0, 'compound': -0.296}",-0.296,negative,5.0,2021-12-19,United States
Andrew S.,lightweight slim not bother move around,enjoy lightweight able move room room still able play game want,5.0 out of 5 stars,Yes,"Reviewed in the United States on December 19, 2021","{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.7096}",0.7096,positive,5.0,2021-12-19,United States
Jubril,worth penny,first buy tends run hot suggest buy cooling unit sits fans led lights,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 10, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5.0,2021-10-07,United States
Jose Guerra,trap buyer beware,buy see price tag seemed like good deal product hours use longer turn take apple store week later turns run diagnostics test battery fails testing charging ports fail testing not turn attempt restartk time return whats return policy not remove accounts device keep return supposed remove account product doesn reliably turn earth problem nowseveral hours phone amazon later several weeks process several screw ups amazon returns team finally assurance refund sending item backits not really thats time drain dealing bs guys rating amazon trash mistake not heeding rating average rating amazon guys way rightfully want refurbished apple notebook meets quality standards need cough dough buy apple directly give guys money,4.1 out of 5 stars,Yes,"Reviewed in the United States on March 1, 2020","{'neg': 0.06, 'neu': 0.873, 'pos': 0.067, 'compound': -0.264}",-0.264,negative,4.1,2020-01-03,United States
Amazon Customer,received dirty bumped macbook,received dirty bumped decided return right away conditions different publication careful,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 28, 2020","{'neg': 0.109, 'neu': 0.83, 'pos': 0.06, 'compound': -0.3182}",-0.3182,negative,5.0,2020-07-28,United States
Amazon Customer,exact model ask working fantastically,almost brand new condition minor scratches overall fantastic condition overall battery life great processor handle bootcamped windows obviously knows macs not meant gaming play tetris effect boot mac windows handles game wonderfully keep mind fans blowing speed play extended periods time handle minecraft,1.0 out of 5 stars,Yes,"Reviewed in the United States on July 28, 2020","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.9811}",0.9811,positive,1.0,2020-07-28,United States
José M. Ramírez,stickers attached power cord pack,buy like think come power not case disappointed wasn made clearnow purchase cord power pack find workfind incredible not included purchase,1.0 out of 5 stars,Yes,"Reviewed in the United States on November 10, 2019","{'neg': 0.071, 'neu': 0.882, 'pos': 0.048, 'compound': -0.5546}",-0.5546,negative,1.0,2019-10-11,United States
Jose Guerra,issue machine seller great,purchased macbookpro love soon weeks screen issues within day return window accept return immediately received refund purchased another seller right away first likely fluke current macbookpro runs great problems purchased protection plan repairs inconvenient not tragic hey things happen machines happy seller made things right definitely buy thanks love macbookpro,1.0 out of 5 stars,Yes,"Reviewed in the United States on March 1, 2020","{'neg': 0.021, 'neu': 0.71, 'pos': 0.268, 'compound': 0.9897}",0.9897,positive,1.0,2020-01-03,United States
Jose Guerra,awesome refurbished macbook pro enjoying,hesitant buy refurbished macbook pro adding buyers non favorable reviews think buy decided try vendor kanga issue happens return days periodby day unboxing experience pleasant follow highlights speakers performs like sound bar systems better bars tvs listening morning pink floyd concert youtube find flawless sound amazing much better inches smart tv macos monterey preinstalled not long update version current patches minor scratch back screen win see case macbook pro care much looks behave like new macbook pro mint condition years old come macbook pro use touch bar learn curve significant learn feature touch bar working fine moment touch id follow procedure acquire finger marks working fine believe mentioned bad experiences buys not case think moment use macbook pro pro without pay hefty price looking apple support status warranty come back reality find required additional hardware connect hds thunderbolt usb c converters first time machine backup issues battery capacity cycles use understand degradation come time not previous usei trying use adding heavy workloads macbook pro order find possible issue like graphic card bugs moment behavior good expectedso congratule kanga deliver excellent device enjoying something changes update review come days return first failure,5.0 out of 5 stars,Yes,"Reviewed in the United States on August 3, 2019","{'neg': 0.042, 'neu': 0.85, 'pos': 0.109, 'compound': 0.9824}",0.9824,positive,5.0,2019-03-08,United States
Byron,nervous come many scratches dinks,macbook come closest perfect condition find minor scratches screen visible looking close light condition amazing battery come cyclesvery low refurbishedused performance light heavy tasks flawless recommend someone want great deal high performance happy purchase ,5.0 out of 5 stars,Yes,"Reviewed in the United States on February 6, 2021","{'neg': 0.024, 'neu': 0.682, 'pos': 0.294, 'compound': 0.9864}",0.9864,positive,5.0,2021-06-02,United States
arte g,great cordnot great,family use apple products item refurbished really never problem refurbished anything complaint charging cord keep fall wall cord adapter plug keep folding making fall receptacle see looking old though sent message daughter sent message not hear back receive anything buy new cord cost apple pro great,1.0 out of 5 stars,Yes,"Reviewed in the United States on June 11, 2022","{'neg': 0.035, 'neu': 0.906, 'pos': 0.059, 'compound': 0.5511}",0.5511,positive,1.0,2022-11-06,United States
David Ruiz Silva,exceeded expectations fast delivery,purchased apple macbook pro retina touch bar ghz intel core quad core ram ssd space gray mptrlla renewedhave say machine definitely exceeded expectations excellent condition battery life mah battery life guaranteelaptop looks brand new works like newsmall little scratch lid barely noticeable really looking find itfirst macbook owned item expectation excellent job seller refurbishing unit order future need,5.0 out of 5 stars,Yes,"Reviewed in the United States on February 24, 2021","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.9029}",0.9029,positive,5.0,2021-02-24,United States
David Ruiz Silva,amazing deal soon college student,comparable new version exact thing like new affordable overall higher hardware costs pretty much adjusted lower software costs os x sphere total cost ownership similar windows base products suffer another day windows gem,5.0 out of 5 stars,Yes,"Reviewed in the United States on May 13, 2021","{'neg': 0.085, 'neu': 0.831, 'pos': 0.085, 'compound': 0.0}",0.0,neutral,5.0,2021-05-13,United States
